"","X1","PROVINCIE","Matig_Veel","Hoelang_zit_stront_er_al_in","Poepsterkte"
"15823","Oproepkracht","Gelderland","V","17 tot 23 jaar",39.04
"15824","Oproepkracht","Overijssel","M","23 tot 30 jaar",36.32
"15825","Oproepkracht","Zuid Holland","M","23 tot 30 jaar",34.72
"15826","Oproepkracht","Zuid Holland","V","23 tot 30 jaar",34.72
"15827","Oproepkracht","Noord Holland","V","17 tot 23 jaar",33.6
"15828","Oproepkracht","Gelderland","V","17 tot 23 jaar",37.76
"15829","Oproepkracht","Gelderland","M","23 tot 30 jaar",30.88
"15830","Oproepkracht","Noord Brabant","M","17 tot 23 jaar",38.08
"15831","Oproepkracht","Overijssel","M","23 tot 30 jaar",36.32
"15832","Oproepkracht","Gelderland","V","17 tot 23 jaar",34.88
"15833","Oproepkracht","Zuid Holland","V","23 tot 30 jaar",36.16
"15834","Oproepkracht","Zuid Holland","V","17 tot 23 jaar",43.2
"15835","Oproepkracht","Gelderland","M","23 tot 30 jaar",37.12
"15836","Oproepkracht","Noord Brabant","V","17 tot 23 jaar",40
"15837","Oproepkracht","Gelderland","M","17 tot 23 jaar",41.12
"15838","Oproepkracht","Noord Holland","M","17 tot 23 jaar",36.16
"15839","Oproepkracht","Gelderland","V","23 tot 30 jaar",30.88
"15840","Oproepkracht","Gelderland","M","23 tot 30 jaar",35.68
"15841","Oproepkracht","Overijssel","M","17 tot 23 jaar",34.56
"15842","Oproepkracht","Gelderland","M","17 tot 23 jaar",35.84
"15843","Oproepkracht","Gelderland","M","17 tot 23 jaar",37.12
"15844","Oproepkracht","Gelderland","V","Ouder dan 40 jaar",31.36
"15845","Oproepkracht","Gelderland","V","17 tot 23 jaar",39.84
"15846","Oproepkracht","Utrecht","V","23 tot 30 jaar",39.68
"15847","Oproepkracht","Noord Holland","V","23 tot 30 jaar",30.4
"15848","Oproepkracht","Noord Holland","V","23 tot 30 jaar",41.6
"15849","Oproepkracht","Gelderland","M","23 tot 30 jaar",36.8
"15850","Oproepkracht","Zuid Holland","M","23 tot 30 jaar",31.36
"15851","Oproepkracht","Gelderland","M","23 tot 30 jaar",39.68
"15852","Oproepkracht","Utrecht","M","17 tot 23 jaar",41.28
"15853","Oproepkracht","Gelderland","M","17 tot 23 jaar",37.12
"15854","Oproepkracht","Noord Brabant","M","23 tot 30 jaar",40
"15855","Oproepkracht","Gelderland","V","23 tot 30 jaar",36.8
"15856","Oproepkracht","Gelderland","V","17 tot 23 jaar",30.72
"15857","Oproepkracht","Noord Brabant","V","17 tot 23 jaar",38.08
"15858","Oproepkracht","Noord Brabant","M","23 tot 30 jaar",38.08
"15859","Oproepkracht","Overijssel","M","17 tot 23 jaar",44.96
"15860","Oproepkracht","Gelderland","V","17 tot 23 jaar",47.84
"15861","Oproepkracht","Gelderland","V","17 tot 23 jaar",30.72
"15862","Oproepkracht","Utrecht","M","23 tot 30 jaar",39.68
"15863","Oproepkracht","Overijssel","M","23 tot 30 jaar",33.6
"15864","Oproepkracht","Utrecht","V","17 tot 23 jaar",37.44
"15865","Oproepkracht","Noord Brabant","V","23 tot 30 jaar",34.56
"15866","Oproepkracht","Gelderland","V","17 tot 23 jaar",30.72
"15867","Oproepkracht","Gelderland","V","17 tot 23 jaar",34.08
"15868","Oproepkracht","Noord Holland","V","17 tot 23 jaar",33.76
"15869","Oproepkracht","Overijssel","V","23 tot 30 jaar",38.08
"15870","Oproepkracht","Zuid Holland","V","17 tot 23 jaar",40.96
"15871","Oproepkracht","Zuid Holland","V","17 tot 23 jaar",34.72
"15872","Oproepkracht","Gelderland","V","17 tot 23 jaar",30.72
"15873","Oproepkracht","Utrecht","V","17 tot 23 jaar",33.6
"15874","Oproepkracht","Overijssel","V","23 tot 30 jaar",36.32
"15875","Oproepkracht","Noord Brabant","V","17 tot 23 jaar",38.08
"15876","Oproepkracht","Zuid Holland","V","17 tot 23 jaar",40.96
"15877","Oproepkracht","Zuid Holland","M","23 tot 30 jaar",34.72
"15878","Oproepkracht","Gelderland","V","Ouder dan 40 jaar",30.4
"15879","Oproepkracht","Gelderland","V","17 tot 23 jaar",39.2
"15880","Oproepkracht","Overijssel","V","23 tot 30 jaar",38.4
"15881","Oproepkracht","Noord Holland","V","23 tot 30 jaar",33.76
"15882","Oproepkracht","Gelderland","M","23 tot 30 jaar",30.88
"15883","Oproepkracht","Zuid Holland","V","23 tot 30 jaar",37.76
"15884","Oproepkracht","Noord Brabant","V","23 tot 30 jaar",40
"15885","Oproepkracht","Gelderland","V","23 tot 30 jaar",30.88
"15886","Oproepkracht","Noord Holland","V","17 tot 23 jaar",33.76
"15887","Oproepkracht","Overijssel","M","23 tot 30 jaar",36.32
"15888","Oproepkracht","Overijssel","M","30 tot 40 jaar",36.32
"15889","Oproepkracht","Gelderland","M","17 tot 23 jaar",37.6
"15890","Oproepkracht","Utrecht","M","30 tot 40 jaar",40
"15891","Oproepkracht","Gelderland","M","17 tot 23 jaar",36.8
"15892","Oproepkracht","Noord Brabant","V","17 tot 23 jaar",40
"15893","Oproepkracht","Overijssel","M","23 tot 30 jaar",36.32
"15894","Oproepkracht","Utrecht","M","23 tot 30 jaar",40
"15895","Oproepkracht","Noord Holland","V","17 tot 23 jaar",32.32
"15896","Oproepkracht","Overijssel","V","17 tot 23 jaar",43.84
"15897","Oproepkracht","Noord Brabant","M","17 tot 23 jaar",35.36
"15898","Oproepkracht","Overijssel","M","17 tot 23 jaar",40.32
"15899","Oproepkracht","Gelderland","V","Ouder dan 40 jaar",36.64
"15900","18","Zuid Holland","M","17 tot 23 jaar",32.64
"15901","18","Noord Holland","M","30 tot 40 jaar",39.04
"15902","18","Zuid Holland","M","23 tot 30 jaar",31.52
"15903","18","Overijssel","M","23 tot 30 jaar",38.08
"15904","18","Zuid Holland","M","23 tot 30 jaar",32.64
"15905","18","Noord Brabant","M","Ouder dan 40 jaar",32.64
"15906","18","Overijssel","M","23 tot 30 jaar",38.08
"15907","18","Zuid Holland","M","17 tot 23 jaar",33.28
"15908","18","Zuid Holland","M","17 tot 23 jaar",32.64
"15909","18","Zuid Holland","M","30 tot 40 jaar",32.64
"15910","18","Zuid Holland","M","23 tot 30 jaar",32.64
"15911","18","Zuid Holland","M","23 tot 30 jaar",32.64
"15912","18","Zuid Holland","M","23 tot 30 jaar",32.16
"15913","18","Zuid Holland","M","17 tot 23 jaar",32.64
"15914","18","Overijssel","M","17 tot 23 jaar",46.72
"15915","18","Noord Brabant","M","17 tot 23 jaar",40
"15916","18","Noord Brabant","M","17 tot 23 jaar",40
"15917","18","Noord Brabant","M","23 tot 30 jaar",40
"15918","18","Gelderland","V","17 tot 23 jaar",35.2
"15919","18","Zuid Holland","M","23 tot 30 jaar",32.64
"15920","18","Zuid Holland","M","23 tot 30 jaar",32.64
"15921","18","Limburg","M","17 tot 23 jaar",37.76
"15922","18","Zuid Holland","M","17 tot 23 jaar",32.64
"15923","18","Noord Brabant","M","23 tot 30 jaar",31.68
"15924","18","Zuid Holland","M","17 tot 23 jaar",32.64
"15925","18","Noord Brabant","M","Ouder dan 40 jaar",31.52
"15926","18","Zuid Holland","M","17 tot 23 jaar",32.64
"15927","18","Zuid Holland","V","17 tot 23 jaar",32.64
"15928","18","Zuid Holland","M","23 tot 30 jaar",32.64
"15929","18","Gelderland","M","30 tot 40 jaar",34.88
"15930","18","Gelderland","M","17 tot 23 jaar",34.88
"15931","18","Gelderland","M","17 tot 23 jaar",30.72
"15932","18","Noord Brabant","M","30 tot 40 jaar",36.32
"15933","18","Zuid Holland","M","23 tot 30 jaar",33.12
"15934","18","Zuid Holland","M","23 tot 30 jaar",32.64
"15935","18","Groningen","M","17 tot 23 jaar",36.32
"15936","18","Noord Holland","M","17 tot 23 jaar",39.68
"15937","18","Noord Brabant","M","17 tot 23 jaar",42.88
"15938","18","Noord Brabant","M","17 tot 23 jaar",40
"15939","18","Zuid Holland","M","17 tot 23 jaar",32.64
"15940","18","Noord Brabant","M","17 tot 23 jaar",41.28
"15941","18","Groningen","M","17 tot 23 jaar",36.32
"15942","18","Noord Brabant","M","17 tot 23 jaar",31.52
"15943","18","Noord Brabant","M","17 tot 23 jaar",40
"15944","18","Zuid Holland","M","17 tot 23 jaar",32.64
"15945","18","Noord Brabant","M","23 tot 30 jaar",40
"15946","18","Overijssel","M","17 tot 23 jaar",46.72
"15947","18","Groningen","M","17 tot 23 jaar",38.88
"15948","18","Overijssel","M","Ouder dan 40 jaar",39.04
"15949","18","Zuid Holland","M","23 tot 30 jaar",32.64
"15950","18","Groningen","M","23 tot 30 jaar",31.2
"15951","18","Noord Brabant","M","23 tot 30 jaar",40
"15952","18","Zuid Holland","M","23 tot 30 jaar",32.64
"15953","18","Zuid Holland","M","23 tot 30 jaar",32.64
"15954","18","Zuid Holland","M","17 tot 23 jaar",32.64
"15955","18","Limburg","M","17 tot 23 jaar",36.32
"15956","18","Groningen","M","17 tot 23 jaar",37.12
"15957","18","Zuid Holland","M","17 tot 23 jaar",32.64
"15958","18","Noord Brabant","M","23 tot 30 jaar",40
"15959","18","Zuid Holland","M","23 tot 30 jaar",32.64
"15960","18","Noord Brabant","V","23 tot 30 jaar",40
"15961","18","Noord Brabant","M","30 tot 40 jaar",33.6
"15962","18","Noord Brabant","M","17 tot 23 jaar",40
"15963","18","Limburg","M","23 tot 30 jaar",37.44
"15964","18","Gelderland","M","17 tot 23 jaar",38.4
"15965","18","Zuid Holland","M","23 tot 30 jaar",32.64
"15966","18","Zuid Holland","M","23 tot 30 jaar",32.64
"15967","18","Noord Brabant","V","17 tot 23 jaar",40
"15968","18","Noord Holland","V","23 tot 30 jaar",32.96
"15969","18","Overijssel","V","30 tot 40 jaar",38.08
"15970","18","Groningen","M","17 tot 23 jaar",37.12
"15971","18","Groningen","M","17 tot 23 jaar",37.12
"15972","18","Zuid Holland","M","23 tot 30 jaar",32.64
"15973","18","Zuid Holland","V","23 tot 30 jaar",32.64
"15974","18","Noord Brabant","V","17 tot 23 jaar",40
"15975","18","Zuid Holland","M","23 tot 30 jaar",32.64
"15976","18","Zuid Holland","M","17 tot 23 jaar",32.64
"15977","18","Gelderland","M","17 tot 23 jaar",33.76
"15978","18","Limburg","M","17 tot 23 jaar",34.56
"15979","18","Overijssel","V","17 tot 23 jaar",39.04
"15980","18","Noord Brabant","M","17 tot 23 jaar",40
"15981","18","Zuid Holland","M","30 tot 40 jaar",32.16
"15982","18","Groningen","M","17 tot 23 jaar",37.12
"15983","18","Gelderland","V","23 tot 30 jaar",33.76
"15984","18","Noord Brabant","M","23 tot 30 jaar",36.32
"15985","18","Noord Brabant","M","23 tot 30 jaar",40
"15986","18","Gelderland","V","Ouder dan 40 jaar",35.36
"15987","18","Groningen","M","17 tot 23 jaar",37.12
"15988","18","Zuid Holland","M","17 tot 23 jaar",32.64
"15989","18","Noord Brabant","M","23 tot 30 jaar",43.2
"15990","18","Noord Brabant","V","23 tot 30 jaar",40
"15991","18","Gelderland","M","30 tot 40 jaar",34.88
"15992","18","Gelderland","V","Ouder dan 40 jaar",34.88
"15993","18","Noord Brabant","M","30 tot 40 jaar",32.64
"15994","18","Noord Brabant","V","17 tot 23 jaar",40
"15995","18","Zuid Holland","V","17 tot 23 jaar",32.64
"15996","18","Limburg","M","17 tot 23 jaar",37.76
"15997","18","Zuid Holland","M","23 tot 30 jaar",32.64
"15998","18","Noord Brabant","M","17 tot 23 jaar",39.84
"15999","18","Zuid Holland","M","23 tot 30 jaar",35.68
"16000","18","Utrecht","M","30 tot 40 jaar",37.12
"16001","18","Noord Brabant","M","17 tot 23 jaar",41.44
"16002","18","Utrecht","M","Ouder dan 40 jaar",37.12
"16003","18","Noord Brabant","M","17 tot 23 jaar",40
"16004","18","Noord Brabant","V","23 tot 30 jaar",40
"16005","18","Overijssel","M","17 tot 23 jaar",38.08
"16006","18","Zuid Holland","M","30 tot 40 jaar",31.52
"16007","18","Noord Brabant","M","23 tot 30 jaar",40
"16008","18","Gelderland","M","23 tot 30 jaar",34.88
"16009","18","Noord Brabant","V","23 tot 30 jaar",41.76
"16010","18","Noord Holland","V","17 tot 23 jaar",33.92
"16011","18","Gelderland","V","Ouder dan 40 jaar",34.88
"16012","18","Noord Brabant","M","17 tot 23 jaar",40
"16013","18","Noord Brabant","M","23 tot 30 jaar",42.88
"16014","18","Overijssel","V","Ouder dan 40 jaar",38.08
"16015","18","Noord Brabant","V","23 tot 30 jaar",40
"16016","18","Groningen","M","17 tot 23 jaar",31.04
"16017","18","Noord Brabant","V","23 tot 30 jaar",40
"16018","18","Overijssel","M","Ouder dan 40 jaar",39.04
"16019","18","Noord Brabant","V","Ouder dan 40 jaar",42.88
"16020","18","Noord Holland","M","30 tot 40 jaar",31.36
"16021","18","Limburg","M","30 tot 40 jaar",37.76
"16022","18","Zuid Holland","M","23 tot 30 jaar",32.64
"16023","18","Overijssel","M","17 tot 23 jaar",32.8
"16024","18","Noord Brabant","V","17 tot 23 jaar",40
"16025","18","Overijssel","M","17 tot 23 jaar",38.08
"16026","18","Noord Brabant","M","23 tot 30 jaar",40
"16027","18","Overijssel","V","Ouder dan 40 jaar",39.04
"16028","18","Zuid Holland","M","23 tot 30 jaar",32.64
"16029","18","Gelderland","M","23 tot 30 jaar",38.88
"16030","18","Zuid Holland","V","23 tot 30 jaar",32.64
"16031","18","Zuid Holland","M","17 tot 23 jaar",32.64
"16032","18","Gelderland","M","Ouder dan 40 jaar",37.12
"16033","18","Noord Brabant","M","23 tot 30 jaar",31.68
"16034","18","Noord Brabant","M","23 tot 30 jaar",40
"16035","18","Overijssel","M","17 tot 23 jaar",38.08
"16036","18","Noord Brabant","V","23 tot 30 jaar",34.08
"16037","18","Gelderland","M","17 tot 23 jaar",33.76
"16038","18","Noord Brabant","M","23 tot 30 jaar",40
"16039","18","Zuid Holland","M","23 tot 30 jaar",32.64
"16040","18","Zuid Holland","M","23 tot 30 jaar",36.48
"16041","18","Zuid Holland","M","17 tot 23 jaar",32.64
"16042","18","Utrecht","M","Ouder dan 40 jaar",30.88
"16043","18","Zuid Holland","M","17 tot 23 jaar",32.64
"16044","18","Groningen","M","17 tot 23 jaar",36.32
"16045","18","Overijssel","M","17 tot 23 jaar",38.08
"16046","18","Gelderland","M","17 tot 23 jaar",33.76
"16047","18","Noord Brabant","V","23 tot 30 jaar",40
"16048","18","Zuid Holland","M","17 tot 23 jaar",32.64
"16049","18","Frysl<e2>n","M","Ouder dan 40 jaar",37.76
"16050","18","Zuid Holland","M","23 tot 30 jaar",32.64
"16051","18","Gelderland","M","23 tot 30 jaar",34.88
"16052","18","Noord Brabant","M","23 tot 30 jaar",31.52
"16053","18","Zuid Holland","M","23 tot 30 jaar",32.64
"16054","18","Noord Brabant","M","17 tot 23 jaar",31.52
"16055","18","Noord Brabant","V","17 tot 23 jaar",40
"16056","18","Overijssel","M","17 tot 23 jaar",38.08
"16057","18","Zuid Holland","M","Ouder dan 40 jaar",41.28
"16058","18","Zuid Holland","M","23 tot 30 jaar",32.64
"16059","18","Noord Brabant","M","23 tot 30 jaar",35.04
"16060","18","Noord Brabant","M","23 tot 30 jaar",35.04
"16061","18","Overijssel","M","17 tot 23 jaar",38.08
"16062","18","Overijssel","V","Ouder dan 40 jaar",38.08
"16063","18","Groningen","M","17 tot 23 jaar",37.12
"16064","18","Drenthe","V","30 tot 40 jaar",33.28
"16065","18","Noord Brabant","M","23 tot 30 jaar",40
"16066","18","Noord Brabant","M","23 tot 30 jaar",31.52
"16067","18","Zuid Holland","M","23 tot 30 jaar",32.64
"16068","18","Noord Brabant","M","17 tot 23 jaar",40.64
"16069","18","Noord Brabant","M","23 tot 30 jaar",30.88
"16070","18","Noord Brabant","M","17 tot 23 jaar",40
"16071","18","Gelderland","M","23 tot 30 jaar",38.4
"16072","18","Groningen","M","17 tot 23 jaar",42.88
"16073","18","Flevoland","V","30 tot 40 jaar",31.2
"16074","18","Noord Brabant","V","23 tot 30 jaar",41.76
"16075","18","Noord Brabant","M","17 tot 23 jaar",40
"16076","18","Noord Brabant","M","Ouder dan 40 jaar",32.64
"16077","18","Noord Brabant","M","23 tot 30 jaar",32.64
"16078","18","Noord Brabant","M","17 tot 23 jaar",40
"16079","18","Noord Brabant","M","23 tot 30 jaar",40
"16080","18","Noord Brabant","M","23 tot 30 jaar",44.16
"16081","18","Groningen","M","17 tot 23 jaar",42.88
"16082","18","Noord Brabant","M","17 tot 23 jaar",40
"16083","18","Overijssel","M","17 tot 23 jaar",38.08
"16084","18","Zuid Holland","M","23 tot 30 jaar",32.48
"16085","18","Zuid Holland","M","23 tot 30 jaar",32.64
"16086","18","Zuid Holland","V","23 tot 30 jaar",32.64
"16087","18","Noord Brabant","M","23 tot 30 jaar",40
"16088","18","Noord Brabant","M","23 tot 30 jaar",40
"16089","18","Noord Brabant","M","23 tot 30 jaar",40
"16090","18","Noord Brabant","M","17 tot 23 jaar",31.52
"16091","18","Noord Brabant","M","17 tot 23 jaar",38.08
"16092","18","Noord Brabant","M","17 tot 23 jaar",40
"16093","18","Noord Brabant","V","17 tot 23 jaar",40
"16094","18","Zuid Holland","M","23 tot 30 jaar",32.64
"16095","18","Frysl<e2>n","M","23 tot 30 jaar",39.68
"16096","18","Zuid Holland","M","23 tot 30 jaar",32.64
"16097","18","Overijssel","M","23 tot 30 jaar",37.28
"16098","18","Overijssel","M","30 tot 40 jaar",31.68
"16099","18","Noord Brabant","M","17 tot 23 jaar",39.84
"16100","18","Drenthe","M","23 tot 30 jaar",35.84
"16101","18","Noord Brabant","M","Ouder dan 40 jaar",31.52
"16102","18","Groningen","M","17 tot 23 jaar",43.2
"16103","18","Zuid Holland","M","23 tot 30 jaar",32.64
"16104","18","Noord Brabant","M","23 tot 30 jaar",40
"16105","18","Zuid Holland","M","23 tot 30 jaar",32.64
"16106","18","Zuid Holland","M","23 tot 30 jaar",33.12
"16107","18","Zuid Holland","M","17 tot 23 jaar",32.64
"16108","18","Gelderland","M","17 tot 23 jaar",42.72
"16109","18","Zuid Holland","M","17 tot 23 jaar",32.64
"16110","18","Zuid Holland","M","23 tot 30 jaar",32.64
"16111","18","Zuid Holland","M","17 tot 23 jaar",32.64
"16112","18","Noord Brabant","M","23 tot 30 jaar",35.04
"16113","18","Noord Brabant","V","23 tot 30 jaar",40
"16114","18","Noord Brabant","M","23 tot 30 jaar",31.52
"16115","18","Overijssel","M","17 tot 23 jaar",38.08
"16116","18","Noord Brabant","M","23 tot 30 jaar",31.68
"16117","18","Noord Brabant","M","23 tot 30 jaar",40
"16118","18","Frysl<e2>n","M","Ouder dan 40 jaar",39.68
"16119","18","Gelderland","M","17 tot 23 jaar",52.64
"16120","18","Zuid Holland","V","30 tot 40 jaar",37.28
"16121","18","Flevoland","M","17 tot 23 jaar",36.64
"16122","18","Gelderland","V","17 tot 23 jaar",33.76
"16123","18","Zuid Holland","M","17 tot 23 jaar",32.64
"16124","18","Noord Brabant","M","30 tot 40 jaar",44.32
"16125","18","Gelderland","M","Ouder dan 40 jaar",40.32
"16126","18","Zuid Holland","M","17 tot 23 jaar",38.24
"16127","18","Flevoland","M","23 tot 30 jaar",43.36
"16128","18","Frysl<e2>n","M","23 tot 30 jaar",40.8
"16129","18","Zuid Holland","M","23 tot 30 jaar",32.64
"16130","18","Noord Brabant","M","17 tot 23 jaar",42.08
"16131","18","Zuid Holland","M","23 tot 30 jaar",32.64
"16132","18","Noord Brabant","M","17 tot 23 jaar",39.84
"16133","18","Noord Brabant","M","23 tot 30 jaar",31.52
"16134","18","Noord Holland","M","Ouder dan 40 jaar",39.84
"16135","18","Zuid Holland","M","30 tot 40 jaar",32.48
"16136","18","Noord Brabant","M","Ouder dan 40 jaar",31.52
"16137","18","Utrecht","M","Ouder dan 40 jaar",38.24
"16138","18","Zuid Holland","M","23 tot 30 jaar",32.64
"16139","18","Noord Brabant","V","17 tot 23 jaar",31.68
"16140","18","Gelderland","V","17 tot 23 jaar",33.76
"16141","18","Zuid Holland","M","17 tot 23 jaar",32.64
"16142","18","Zuid Holland","M","23 tot 30 jaar",32.64
"16143","18","Gelderland","M","17 tot 23 jaar",31.04
"16144","18","Zuid Holland","M","17 tot 23 jaar",32.64
"16145","18","Noord Brabant","M","17 tot 23 jaar",34.4
"16146","18","Noord Brabant","M","17 tot 23 jaar",38.08
"16147","18","Zuid Holland","M","23 tot 30 jaar",32.64
"16148","18","Noord Brabant","M","23 tot 30 jaar",40
"16149","18","Zuid Holland","M","Ouder dan 40 jaar",35.68
"16150","18","Noord Brabant","M","17 tot 23 jaar",40
"16151","18","Gelderland","V","17 tot 23 jaar",33.76
"16152","18","Zuid Holland","M","23 tot 30 jaar",32.64
"16153","18","Gelderland","M","17 tot 23 jaar",34.88
"16154","18","Noord Brabant","M","23 tot 30 jaar",31.52
"16155","18","Overijssel","M","17 tot 23 jaar",39.36
"16156","18","Gelderland","M","23 tot 30 jaar",37.44
"16157","18","Gelderland","V","23 tot 30 jaar",34.88
"16158","18","Zuid Holland","M","23 tot 30 jaar",32.64
"16159","18","Noord Brabant","V","17 tot 23 jaar",34.08
"16160","18","Noord Brabant","M","17 tot 23 jaar",40
"16161","18","Overijssel","M","30 tot 40 jaar",38.08
"16162","18","Noord Brabant","M","17 tot 23 jaar",40
"16163","18","Noord Brabant","M","Ouder dan 40 jaar",32.64
"16164","18","Limburg","M","17 tot 23 jaar",39.84
"16165","18","Zuid Holland","M","17 tot 23 jaar",32.64
"16166","18","Noord Brabant","M","23 tot 30 jaar",35.52
"16167","18","Overijssel","M","17 tot 23 jaar",38.4
"16168","18","Drenthe","V","30 tot 40 jaar",33.28
"16169","18","Noord Brabant","M","23 tot 30 jaar",40
"16170","18","Noord Holland","V","30 tot 40 jaar",34.88
"16171","18","Overijssel","V","23 tot 30 jaar",38.08
"16172","18","Groningen","M","17 tot 23 jaar",38.08
"16173","18","Zuid Holland","M","17 tot 23 jaar",32.64
"16174","18","Utrecht","M","30 tot 40 jaar",50.56
"16175","18","Noord Brabant","V","17 tot 23 jaar",40
"16176","18","Noord Brabant","M","Ouder dan 40 jaar",31.52
"16177","18","Zuid Holland","M","23 tot 30 jaar",32.64
"16178","18","Noord Brabant","M","Ouder dan 40 jaar",31.52
"16179","18","Frysl<e2>n","M","30 tot 40 jaar",39.2
"16180","18","Frysl<e2>n","M","Ouder dan 40 jaar",38.88
"16181","18","Zuid Holland","M","30 tot 40 jaar",32.48
"16182","18","Zuid Holland","M","30 tot 40 jaar",40.64
"16183","18","Noord Brabant","M","23 tot 30 jaar",36.32
"16184","18","Gelderland","M","30 tot 40 jaar",31.36
"16185","18","Noord Brabant","M","23 tot 30 jaar",40
"16186","18","Gelderland","M","17 tot 23 jaar",38.4
"16187","18","Zuid Holland","M","23 tot 30 jaar",32.64
"16188","18","Zuid Holland","V","23 tot 30 jaar",32.64
"16189","18","Noord Brabant","M","17 tot 23 jaar",31.52
"16190","18","Zuid Holland","M","23 tot 30 jaar",39.36
"16191","18","Overijssel","M","23 tot 30 jaar",38.08
"16192","18","Zuid Holland","V","23 tot 30 jaar",38.4
"16193","18","Zuid Holland","M","Ouder dan 40 jaar",35.68
"16194","18","Zuid Holland","M","23 tot 30 jaar",32.64
"16195","18","Noord Brabant","M","23 tot 30 jaar",40
"16196","18","Limburg","M","23 tot 30 jaar",30.24
"16197","18","Zuid Holland","M","17 tot 23 jaar",39.04
"16198","18","Noord Brabant","V","17 tot 23 jaar",31.68
"16199","18","Zuid Holland","M","17 tot 23 jaar",44.64
"16200","18","Zuid Holland","M","17 tot 23 jaar",32.64
"16201","18","Overijssel","M","23 tot 30 jaar",38.08
"16202","18","Overijssel","M","17 tot 23 jaar",38.08
"16203","18","Frysl<e2>n","M","Ouder dan 40 jaar",38.88
"16204","18","Noord Brabant","M","Ouder dan 40 jaar",42.88
"16205","18","Utrecht","M","30 tot 40 jaar",35.52
"16206","18","Noord Brabant","M","17 tot 23 jaar",31.52
"16207","18","Noord Brabant","M","17 tot 23 jaar",39.84
"16208","18","Noord Holland","M","17 tot 23 jaar",38.88
"16209","18","Noord Brabant","V","23 tot 30 jaar",40
"16210","18","Noord Brabant","M","Ouder dan 40 jaar",32.64
"16211","18","Noord Brabant","V","23 tot 30 jaar",40
"16212","18","Noord Holland","M","17 tot 23 jaar",34.24
"16213","18","Zuid Holland","M","23 tot 30 jaar",32.64
"16214","18","Zuid Holland","M","17 tot 23 jaar",32.64
"16215","18","Noord Brabant","M","17 tot 23 jaar",40
"16216","18","Noord Holland","M","23 tot 30 jaar",32.96
"16217","18","Noord Brabant","M","23 tot 30 jaar",38.56
"16218","18","Noord Brabant","V","23 tot 30 jaar",32.64
"16219","18","Noord Brabant","M","23 tot 30 jaar",32.64
"16220","18","Zuid Holland","M","23 tot 30 jaar",32.64
"16221","18","Zuid Holland","M","17 tot 23 jaar",32.64
"16222","18","Overijssel","M","17 tot 23 jaar",38.08
"16223","18","Noord Brabant","M","23 tot 30 jaar",31.68
"16224","18","Zuid Holland","M","23 tot 30 jaar",33.12
"16225","18","Zuid Holland","M","23 tot 30 jaar",32.64
"16226","18","Noord Brabant","M","17 tot 23 jaar",32.64
"16227","18","Overijssel","M","23 tot 30 jaar",39.68
"16228","18","Limburg","V","17 tot 23 jaar",30.24
"16229","18","Overijssel","M","Ouder dan 40 jaar",32.16
"16230","18","Gelderland","V","30 tot 40 jaar",34.88
"16231","18","Noord Brabant","M","Ouder dan 40 jaar",32.64
"16232","18","Noord Brabant","V","17 tot 23 jaar",40
"16233","18","Zuid Holland","V","17 tot 23 jaar",32.64
"16234","18","Overijssel","M","Ouder dan 40 jaar",38.08
"16235","18","Limburg","M","17 tot 23 jaar",31.68
"16236","18","Gelderland","M","23 tot 30 jaar",33.92
"16237","18","Noord Brabant","M","30 tot 40 jaar",31.52
"16238","18","Noord Holland","M","23 tot 30 jaar",32
"16239","18","Limburg","M","17 tot 23 jaar",30.24
"16240","18","Gelderland","M","23 tot 30 jaar",34.88
"16241","18","Noord Brabant","V","17 tot 23 jaar",40
"16242","18","Zuid Holland","M","23 tot 30 jaar",32.64
"16243","18","Overijssel","M","17 tot 23 jaar",38.08
"16244","18","Gelderland","M","23 tot 30 jaar",34.88
"16245","18","Noord Brabant","V","23 tot 30 jaar",40
"16246","18","Gelderland","O","30 tot 40 jaar",34.88
"16247","18","Noord Brabant","M","23 tot 30 jaar",31.52
"16248","18","Zuid Holland","M","17 tot 23 jaar",32.64
"16249","18","Noord Brabant","M","17 tot 23 jaar",34.08
"16250","18","Noord Holland","V","23 tot 30 jaar",32
"16251","18","Overijssel","M","17 tot 23 jaar",31.84
"16252","18","Zuid Holland","M","17 tot 23 jaar",32.64
"16253","18","Zuid Holland","M","17 tot 23 jaar",39.04
"16254","18","Overijssel","V","17 tot 23 jaar",38.08
"16255","18","Frysl<e2>n","M","17 tot 23 jaar",31.2
"16256","18","Zuid Holland","M","17 tot 23 jaar",32.64
"16257","18","Zuid Holland","V","23 tot 30 jaar",32.64
"16258","18","Frysl<e2>n","M","17 tot 23 jaar",30.56
"16259","18","Limburg","M","23 tot 30 jaar",30.24
"16260","18","Noord Brabant","M","23 tot 30 jaar",31.52
"16261","18","Overijssel","M","17 tot 23 jaar",38.08
"16262","18","Zuid Holland","V","23 tot 30 jaar",32.64
"16263","19","Gelderland","M","17 tot 23 jaar",34.4
"16264","19","Gelderland","V","17 tot 23 jaar",34.4
"16265","19","Gelderland","M","23 tot 30 jaar",34.4
"16266","19","Gelderland","V","23 tot 30 jaar",34.4
"16267","19","Gelderland","V","23 tot 30 jaar",34.4
"16268","19","Gelderland","V","17 tot 23 jaar",34.4
"16269","19","Gelderland","M","17 tot 23 jaar",34.4
"16270","19","Gelderland","V","17 tot 23 jaar",34.4
