"","X1","PROVINCIE","Matig_Veel","Hoelang_zit_stront_er_al_in","Poepsterkte"
"11231","22","Frysl<e2>n","M","30 tot 40 jaar",32.16
"11232","22","Noord Holland","V","23 tot 30 jaar",33.12
"11233","22","Gelderland","V","30 tot 40 jaar",35.2
"11234","22","Limburg","M","23 tot 30 jaar",31.52
"11235","22","Noord Holland","V","23 tot 30 jaar",33.44
"11236","22","Gelderland","M","30 tot 40 jaar",31.04
"11237","22","Gelderland","V","30 tot 40 jaar",32.96
"11238","22","Limburg","M","Ouder dan 40 jaar",30.4
"11239","22","Flevoland","M","Ouder dan 40 jaar",30.72
"11240","22","Frysl<e2>n","V","30 tot 40 jaar",40
"11241","22","Zuid Holland","V","17 tot 23 jaar",38.08
"11242","22","Noord Holland","V","23 tot 30 jaar",41.12
"11243","22","Frysl<e2>n","M","30 tot 40 jaar",33.92
"11244","22","Noord Brabant","V","23 tot 30 jaar",31.84
"11245","22","Noord Brabant","V","30 tot 40 jaar",31.68
"11246","22","Frysl<e2>n","V","30 tot 40 jaar",32.48
"11247","22","Gelderland","V","23 tot 30 jaar",31.04
"11248","22","Gelderland","V","30 tot 40 jaar",33.6
"11249","22","Flevoland","V","Ouder dan 40 jaar",31.52
"11250","22","Zuid Holland","M","23 tot 30 jaar",38.08
"11251","22","Noord Brabant","V","23 tot 30 jaar",35.36
"11252","22","Flevoland","V","17 tot 23 jaar",32.32
"11253","22","Zeeland","V","30 tot 40 jaar",32.8
"11254","22","Flevoland","V","23 tot 30 jaar",30.72
"11255","22","Utrecht","M","Ouder dan 40 jaar",36.64
"11256","22","Zuid Holland","V","Ouder dan 40 jaar",35.68
"11257","22","Groningen","M","23 tot 30 jaar",30.24
"11258","22","Frysl<e2>n","V","30 tot 40 jaar",32.64
"11259","22","Flevoland","V","23 tot 30 jaar",36.48
"11260","22","Limburg","V","Ouder dan 40 jaar",31.52
"11261","22","Frysl<e2>n","V","30 tot 40 jaar",32.64
"11262","22","Zuid Holland","V","17 tot 23 jaar",38.88
"11263","22","Frysl<e2>n","V","30 tot 40 jaar",32.48
"11264","22","Gelderland","V","23 tot 30 jaar",32.96
"11265","22","Limburg","V","23 tot 30 jaar",34.72
"11266","22","Zeeland","M","23 tot 30 jaar",32.8
"11267","22","Noord Holland","M","23 tot 30 jaar",39.2
"11268","22","Utrecht","M","23 tot 30 jaar",40.64
"11269","22","Gelderland","V","23 tot 30 jaar",33.44
"11270","22","Gelderland","M","17 tot 23 jaar",32.96
"11271","22","Flevoland","M","30 tot 40 jaar",30.72
"11272","22","Utrecht","V","17 tot 23 jaar",31.68
"11273","22","Gelderland","V","23 tot 30 jaar",37.6
"11274","22","Flevoland","V","30 tot 40 jaar",31.84
"11275","22","Gelderland","V","Ouder dan 40 jaar",32.96
"11276","22","Gelderland","M","30 tot 40 jaar",45.76
"11277","22","Noord Holland","M","23 tot 30 jaar",30.4
"11278","22","Frysl<e2>n","V","Ouder dan 40 jaar",32.16
"11279","22","Utrecht","V","17 tot 23 jaar",34.88
"11280","22","Utrecht","V","23 tot 30 jaar",41.28
"11281","22","Limburg","V","23 tot 30 jaar",32.16
"11282","22","Limburg","M","23 tot 30 jaar",33.92
"11283","22","Gelderland","V","30 tot 40 jaar",32.96
"11284","22","Overijssel","V","Ouder dan 40 jaar",30.88
"11285","22","Overijssel","V","30 tot 40 jaar",31.68
"11286","22","Noord Holland","V","Ouder dan 40 jaar",36.48
"11287","22","Frysl<e2>n","V","23 tot 30 jaar",31.68
"11288","22","Flevoland","M","17 tot 23 jaar",35.68
"11289","22","Gelderland","V","30 tot 40 jaar",36.8
"11290","22","Noord Holland","V","Ouder dan 40 jaar",32.96
"11291","22","Frysl<e2>n","V","30 tot 40 jaar",32.48
"11292","22","Overijssel","M","30 tot 40 jaar",30.88
"11293","22","Flevoland","M","30 tot 40 jaar",31.52
"11294","22","Utrecht","V","23 tot 30 jaar",42.72
"11295","22","Zuid Holland","V","Ouder dan 40 jaar",43.2
"11296","22","Gelderland","V","17 tot 23 jaar",39.04
"11297","22","Overijssel","V","23 tot 30 jaar",31.68
"11298","22","Groningen","M","30 tot 40 jaar",30.4
"11299","22","Noord Holland","V","Ouder dan 40 jaar",34.08
"11300","22","Overijssel","V","Ouder dan 40 jaar",30.88
"11301","22","Frysl<e2>n","V","17 tot 23 jaar",30.72
"11302","22","Gelderland","M","17 tot 23 jaar",32.96
"11303","22","Groningen","M","23 tot 30 jaar",30.4
"11304","22","Utrecht","V","Ouder dan 40 jaar",41.12
"11305","22","Overijssel","V","Ouder dan 40 jaar",31.68
"11306","22","Noord Holland","M","23 tot 30 jaar",33.12
"11307","22","Zuid Holland","M","Ouder dan 40 jaar",39.36
"11308","22","Flevoland","M","23 tot 30 jaar",34.72
"11309","22","Gelderland","M","30 tot 40 jaar",32.96
"11310","22","Flevoland","M","17 tot 23 jaar",35.52
"11311","22","Gelderland","V","23 tot 30 jaar",32.96
"11312","22","Noord Holland","M","Ouder dan 40 jaar",31.84
"11313","22","Utrecht","V","Ouder dan 40 jaar",42.72
"11314","22","Flevoland","V","23 tot 30 jaar",32.64
"11315","22","Noord Holland","V","Ouder dan 40 jaar",39.2
"11316","22","Zeeland","V","Ouder dan 40 jaar",32.8
"11317","22","Noord Holland","V","23 tot 30 jaar",33.44
"11318","22","Flevoland","V","23 tot 30 jaar",34.72
"11319","22","Noord Holland","M","17 tot 23 jaar",33.44
"11320","22","Zeeland","V","23 tot 30 jaar",32.8
"11321","22","Utrecht","V","30 tot 40 jaar",35.84
"11322","22","Flevoland","V","23 tot 30 jaar",34.24
"11323","22","Noord Brabant","V","23 tot 30 jaar",42.4
"11324","22","Gelderland","V","23 tot 30 jaar",37.6
"11325","22","Flevoland","M","23 tot 30 jaar",33.76
"11326","22","Gelderland","V","30 tot 40 jaar",43.84
"11327","22","Utrecht","V","30 tot 40 jaar",36.16
"11328","22","Flevoland","V","30 tot 40 jaar",32.32
"11329","22","Zuid Holland","V","23 tot 30 jaar",38.08
"11330","22","Flevoland","V","23 tot 30 jaar",30.72
"11331","22","Utrecht","V","30 tot 40 jaar",31.2
"11332","22","Zuid Holland","V","17 tot 23 jaar",38.08
"11333","22","Gelderland","V","30 tot 40 jaar",37.6
"11334","22","Gelderland","V","Ouder dan 40 jaar",32.96
"11335","22","Noord Brabant","V","Ouder dan 40 jaar",30.72
"11336","22","Noord Holland","V","Ouder dan 40 jaar",36.48
"11337","22","Gelderland","V","Ouder dan 40 jaar",32.96
"11338","22","Frysl<e2>n","V","23 tot 30 jaar",39.68
"11339","22","Flevoland","V","23 tot 30 jaar",30.72
"11340","22","Gelderland","V","17 tot 23 jaar",32.96
"11341","22","Overijssel","V","Ouder dan 40 jaar",32.8
"11342","22","Frysl<e2>n","V","Ouder dan 40 jaar",41.12
"11343","22","Frysl<e2>n","V","23 tot 30 jaar",40.48
"11344","22","Noord Brabant","V","23 tot 30 jaar",34.08
"11345","22","Gelderland","V","30 tot 40 jaar",32.96
"11346","22","Gelderland","V","Ouder dan 40 jaar",32.96
"11347","22","Zuid Holland","V","23 tot 30 jaar",33.44
"11348","22","Flevoland","V","Ouder dan 40 jaar",30.72
"11349","22","Frysl<e2>n","V","23 tot 30 jaar",40
"11350","22","Overijssel","V","23 tot 30 jaar",31.68
"11351","22","Flevoland","V","Ouder dan 40 jaar",31.52
"11352","22","Noord Holland","M","30 tot 40 jaar",39.2
"11353","22","Overijssel","M","23 tot 30 jaar",32
"11354","22","Noord Brabant","M","Ouder dan 40 jaar",36.16
"11355","22","Zuid Holland","V","Ouder dan 40 jaar",38.08
"11356","22","Gelderland","M","30 tot 40 jaar",40.16
"11357","22","Gelderland","V","Ouder dan 40 jaar",32.96
"11358","22","Gelderland","V","23 tot 30 jaar",32.96
"11359","17","Groningen","V","23 tot 30 jaar",31.2
"11360","17","Zuid Holland","V","Ouder dan 40 jaar",31.84
"11361","17","Gelderland","M","23 tot 30 jaar",38.72
"11362","17","Flevoland","V","23 tot 30 jaar",32.16
"11363","17","Utrecht","V","23 tot 30 jaar",32.32
"11364","17","Noord Brabant","M","23 tot 30 jaar",47.2
"11365","17","Flevoland","V","23 tot 30 jaar",32.16
"11366","17","Utrecht","V","30 tot 40 jaar",32.32
"11367","17","Flevoland","V","23 tot 30 jaar",32.16
"11368","17","Gelderland","V","30 tot 40 jaar",40.16
"11369","17","Flevoland","V","Ouder dan 40 jaar",32.16
"11370","17","Groningen","M","17 tot 23 jaar",31.2
"11371","17","Groningen","M","23 tot 30 jaar",34.24
"11372","17","Zuid Holland","V","17 tot 23 jaar",41.6
"11373","17","Groningen","M","30 tot 40 jaar",33.76
"11374","17","Zuid Holland","V","17 tot 23 jaar",31.84
"11375","17","Groningen","V","17 tot 23 jaar",31.2
"11376","17","Groningen","V","23 tot 30 jaar",31.2
"11377","17","Zuid Holland","V","17 tot 23 jaar",43.04
"11378","17","Groningen","V","23 tot 30 jaar",31.2
"11379","17","Flevoland","M","23 tot 30 jaar",32.16
"11380","17","Zuid Holland","O","Ouder dan 40 jaar",31.84
"11381","17","Groningen","V","17 tot 23 jaar",31.2
"11382","17","Zuid Holland","V","23 tot 30 jaar",41.6
"11383","17","Utrecht","V","17 tot 23 jaar",32.64
"11384","17","Groningen","V","Ouder dan 40 jaar",32.48
"11385","17","Zuid Holland","V","17 tot 23 jaar",31.84
"11386","17","Zuid Holland","O","Ouder dan 40 jaar",31.84
"11387","17","Utrecht","V","23 tot 30 jaar",32.64
"11388","17","Flevoland","M","23 tot 30 jaar",32.16
"11389","17","Utrecht","V","17 tot 23 jaar",32.64
"11390","17","Flevoland","V","17 tot 23 jaar",32.16
"11391","17","Zuid Holland","V","30 tot 40 jaar",31.84
"11392","17","Noord Holland","V","23 tot 30 jaar",40.64
"11393","17","Utrecht","V","23 tot 30 jaar",32
"11394","17","Zuid Holland","V","17 tot 23 jaar",40.64
"11395","17","Noord Holland","V","23 tot 30 jaar",45.92
"11396","17","Groningen","M","23 tot 30 jaar",30.88
"11397","17","Utrecht","V","30 tot 40 jaar",32.32
"11398","17","Noord Brabant","V","23 tot 30 jaar",38.72
"11399","17","Noord Brabant","V","23 tot 30 jaar",32.8
"11400","17","Utrecht","V","23 tot 30 jaar",32.32
"11401","17","Noord Brabant","V","23 tot 30 jaar",41.92
"11402","17","Zuid Holland","M","23 tot 30 jaar",41.6
"11403","17","Zuid Holland","V","23 tot 30 jaar",41.44
"11404","17","Noord Brabant","V","23 tot 30 jaar",39.68
"11405","17","Utrecht","V","30 tot 40 jaar",32.96
"11406","17","Groningen","V","17 tot 23 jaar",31.2
"11407","17","Zuid Holland","V","23 tot 30 jaar",40.64
"11408","17","Noord Holland","V","23 tot 30 jaar",41.6
"11409","17","Zuid Holland","V","Ouder dan 40 jaar",41.44
"11410","17","Zuid Holland","V","17 tot 23 jaar",31.84
"11411","17","Flevoland","V","23 tot 30 jaar",32.16
"11412","17","Limburg","V","Ouder dan 40 jaar",37.76
"11413","17","Noord Brabant","V","Ouder dan 40 jaar",40.48
"11414","17","Utrecht","V","30 tot 40 jaar",32.32
"11415","17","Noord Holland","V","Ouder dan 40 jaar",51.84
"11416","17","Noord Brabant","M","17 tot 23 jaar",47.2
"11417","17","Utrecht","V","Ouder dan 40 jaar",35.84
"11418","17","Utrecht","V","17 tot 23 jaar",30.24
"11419","17","Zuid Holland","V","30 tot 40 jaar",41.44
"11420","17","Zuid Holland","V","17 tot 23 jaar",40.64
"11421","17","Flevoland","V","17 tot 23 jaar",32.16
"11422","17","Groningen","V","17 tot 23 jaar",31.2
"11423","17","Zuid Holland","V","17 tot 23 jaar",41.44
"11424","17","Zuid Holland","V","23 tot 30 jaar",30.4
"11425","17","Flevoland","V","23 tot 30 jaar",32.16
"11426","17","Utrecht","V","17 tot 23 jaar",30.72
"11427","17","Groningen","M","23 tot 30 jaar",32.8
"11428","17","Flevoland","V","30 tot 40 jaar",32.16
"11429","17","Zuid Holland","V","17 tot 23 jaar",31.84
"11430","17","Zuid Holland","V","23 tot 30 jaar",40.64
"11431","17","Utrecht","V","17 tot 23 jaar",32.32
"11432","17","Zuid Holland","V","17 tot 23 jaar",40.16
"11433","17","Zuid Holland","V","23 tot 30 jaar",41.12
"11434","23","Noord Brabant","M","17 tot 23 jaar",30.4
"11435","23","Noord Brabant","M","17 tot 23 jaar",30.88
"11436","23","Noord Brabant","M","17 tot 23 jaar",31.52
"11437","23","Noord Brabant","V","17 tot 23 jaar",32.32
"11438","23","Noord Brabant","M","17 tot 23 jaar",32.32
"11439","23","Noord Brabant","V","17 tot 23 jaar",31.2
"11440","23","Noord Brabant","M","17 tot 23 jaar",30.88
"11441","23","Noord Brabant","M","17 tot 23 jaar",32.32
"11442","23","Noord Brabant","M","17 tot 23 jaar",30.56
"11443","23","Noord Brabant","V","17 tot 23 jaar",31.2
"11444","23","Noord Brabant","M","17 tot 23 jaar",30.88
"11445","23","Noord Brabant","V","17 tot 23 jaar",30.88
"11446","23","Noord Brabant","M","17 tot 23 jaar",32
"11447","23","Noord Brabant","M","17 tot 23 jaar",31.2
"11448","23","Noord Brabant","M","17 tot 23 jaar",31.52
"11449","Oproepkracht","Zuid Holland","V","17 tot 23 jaar",33.6
"11450","Oproepkracht","Gelderland","M","17 tot 23 jaar",30.88
"11451","Oproepkracht","Gelderland","V","23 tot 30 jaar",30.88
"11452","Oproepkracht","Noord Holland","M","17 tot 23 jaar",33.6
"11453","Oproepkracht","Noord Holland","M","17 tot 23 jaar",33.12
"11454","Oproepkracht","Overijssel","M","23 tot 30 jaar",41.12
"11455","Oproepkracht","Gelderland","M","23 tot 30 jaar",30.88
"11456","Oproepkracht","Noord Brabant","M","23 tot 30 jaar",36.8
"11457","Oproepkracht","Gelderland","M","17 tot 23 jaar",30.88
"11458","Oproepkracht","Noord Brabant","V","23 tot 30 jaar",38.72
"11459","Oproepkracht","Noord Brabant","M","30 tot 40 jaar",36.8
"11460","Oproepkracht","Groningen","M","17 tot 23 jaar",48.96
"11461","Oproepkracht","Gelderland","V","23 tot 30 jaar",38.08
"11462","Oproepkracht","Gelderland","O","17 tot 23 jaar",32.8
"11463","Oproepkracht","Overijssel","V","23 tot 30 jaar",33.6
"11464","Oproepkracht","Gelderland","V","17 tot 23 jaar",30.88
"11465","Oproepkracht","Overijssel","V","17 tot 23 jaar",42.08
"11466","Oproepkracht","Gelderland","V","17 tot 23 jaar",39.68
"11467","Oproepkracht","Gelderland","M","23 tot 30 jaar",37.6
"11468","Oproepkracht","Utrecht","V","23 tot 30 jaar",39.52
"11469","Oproepkracht","Gelderland","V","17 tot 23 jaar",36.16
"11470","Oproepkracht","Noord Holland","M","23 tot 30 jaar",33.76
"11471","Oproepkracht","Noord Holland","V","23 tot 30 jaar",33.76
"11472","Oproepkracht","Overijssel","V","17 tot 23 jaar",39.68
"11473","Oproepkracht","Gelderland","V","17 tot 23 jaar",34.4
"11474","Oproepkracht","Gelderland","M","17 tot 23 jaar",30.88
"11475","Oproepkracht","Noord Brabant","V","23 tot 30 jaar",30.4
"11476","Oproepkracht","Groningen","M","23 tot 30 jaar",43.36
"11477","Oproepkracht","Limburg","M","17 tot 23 jaar",32.8
"11478","Oproepkracht","Gelderland","M","17 tot 23 jaar",34.4
"11479","Oproepkracht","Gelderland","V","17 tot 23 jaar",34.24
"11480","Oproepkracht","Utrecht","M","17 tot 23 jaar",44.32
"11481","Oproepkracht","Limburg","V","23 tot 30 jaar",32.32
"11482","Oproepkracht","Gelderland","M","17 tot 23 jaar",34.56
"11483","Oproepkracht","Gelderland","V","23 tot 30 jaar",30.88
"11484","Oproepkracht","Gelderland","V","23 tot 30 jaar",39.84
"11485","Oproepkracht","Groningen","M","17 tot 23 jaar",46.72
"11486","Oproepkracht","Overijssel","M","17 tot 23 jaar",40.8
"11487","Oproepkracht","Noord Holland","V","30 tot 40 jaar",41.6
"11488","Oproepkracht","Limburg","M","23 tot 30 jaar",30.88
"11489","Oproepkracht","Limburg","M","17 tot 23 jaar",37.28
"11490","Oproepkracht","Noord Brabant","M","17 tot 23 jaar",39.04
"11491","Oproepkracht","Limburg","V","23 tot 30 jaar",37.28
"11492","Oproepkracht","Overijssel","M","23 tot 30 jaar",39.68
"11493","Oproepkracht","Overijssel","V","17 tot 23 jaar",38.08
"11494","Oproepkracht","Gelderland","M","23 tot 30 jaar",35.68
"11495","Oproepkracht","Limburg","V","17 tot 23 jaar",32.8
"11496","Oproepkracht","Noord Brabant","V","23 tot 30 jaar",37.12
"11497","Oproepkracht","Gelderland","M","17 tot 23 jaar",30.88
"11498","Oproepkracht","Gelderland","M","17 tot 23 jaar",37.6
"11499","Oproepkracht","Overijssel","M","23 tot 30 jaar",37.12
"11500","Oproepkracht","Utrecht","V","23 tot 30 jaar",31.36
"11501","Oproepkracht","Gelderland","M","17 tot 23 jaar",41.92
"11502","Oproepkracht","Noord Brabant","M","23 tot 30 jaar",36.64
"11503","Oproepkracht","Noord Holland","M","23 tot 30 jaar",34.24
"11504","Oproepkracht","Gelderland","M","23 tot 30 jaar",30.88
"11505","Oproepkracht","Noord Holland","M","Ouder dan 40 jaar",33.6
"11506","Oproepkracht","Gelderland","V","23 tot 30 jaar",30.88
"11507","Oproepkracht","Noord Holland","M","17 tot 23 jaar",33.6
"11508","Oproepkracht","Gelderland","V","23 tot 30 jaar",31.52
"11509","Oproepkracht","Zuid Holland","V","17 tot 23 jaar",38.08
"11510","Oproepkracht","Limburg","M","17 tot 23 jaar",37.6
"11511","Oproepkracht","Noord Brabant","M","17 tot 23 jaar",33.12
"11512","Oproepkracht","Noord Holland","V","17 tot 23 jaar",44.64
"11513","Oproepkracht","Noord Holland","M","23 tot 30 jaar",36
"11514","Oproepkracht","Gelderland","M","23 tot 30 jaar",37.6
"11515","Oproepkracht","Noord Holland","V","17 tot 23 jaar",33.76
"11516","Oproepkracht","Overijssel","V","23 tot 30 jaar",33.6
"11517","Oproepkracht","Noord Holland","M","17 tot 23 jaar",34.24
"11518","Oproepkracht","Utrecht","V","17 tot 23 jaar",42.4
"11519","Oproepkracht","Noord Holland","V","17 tot 23 jaar",33.6
"11520","Oproepkracht","Gelderland","M","17 tot 23 jaar",37.6
"11521","Oproepkracht","Overijssel","V","17 tot 23 jaar",40.8
"11522","Oproepkracht","Gelderland","M","17 tot 23 jaar",37.6
"11523","Oproepkracht","Limburg","M","17 tot 23 jaar",32.8
"11524","Oproepkracht","Noord Brabant","M","17 tot 23 jaar",36.8
"11525","Oproepkracht","Noord Brabant","M","17 tot 23 jaar",38.72
"11526","Oproepkracht","Groningen","V","23 tot 30 jaar",31.04
"11527","Oproepkracht","Limburg","M","23 tot 30 jaar",32.32
"11528","Oproepkracht","Gelderland","M","23 tot 30 jaar",30.88
"11529","Oproepkracht","Overijssel","M","23 tot 30 jaar",39.36
"11530","Oproepkracht","Gelderland","M","17 tot 23 jaar",35.84
"11531","Oproepkracht","Noord Brabant","M","17 tot 23 jaar",40.64
"11532","Oproepkracht","Gelderland","M","17 tot 23 jaar",49.12
"11533","Oproepkracht","Overijssel","M","23 tot 30 jaar",37.12
"11534","Oproepkracht","Gelderland","M","23 tot 30 jaar",34.4
"11535","Oproepkracht","Limburg","M","23 tot 30 jaar",39.52
"11536","Oproepkracht","Gelderland","V","23 tot 30 jaar",39.04
"11537","Oproepkracht","Gelderland","M","17 tot 23 jaar",34.4
"11538","Oproepkracht","Noord Holland","V","17 tot 23 jaar",33.6
"11539","Oproepkracht","Gelderland","M","23 tot 30 jaar",35.68
"11540","Oproepkracht","Noord Holland","V","Ouder dan 40 jaar",38.56
"11541","Oproepkracht","Limburg","M","17 tot 23 jaar",37.6
"11542","Oproepkracht","Zuid Holland","V","17 tot 23 jaar",39.68
"11543","Oproepkracht","Gelderland","V","23 tot 30 jaar",40.32
"11544","Oproepkracht","Groningen","M","17 tot 23 jaar",46.72
"11545","Oproepkracht","Gelderland","M","17 tot 23 jaar",41.92
"11546","Oproepkracht","Gelderland","V","23 tot 30 jaar",30.88
"11547","Oproepkracht","Utrecht","M","23 tot 30 jaar",34.72
"11548","Oproepkracht","Utrecht","V","17 tot 23 jaar",37.12
"11549","Oproepkracht","Gelderland","V","17 tot 23 jaar",38.4
"11550","Oproepkracht","Noord Holland","V","17 tot 23 jaar",32.8
"11551","Oproepkracht","Noord Brabant","M","23 tot 30 jaar",35.84
"11552","Oproepkracht","Gelderland","M","23 tot 30 jaar",35.68
"11553","Oproepkracht","Noord Brabant","M","23 tot 30 jaar",36.96
"11554","Oproepkracht","Overijssel","M","23 tot 30 jaar",37.12
"11555","Oproepkracht","Overijssel","V","17 tot 23 jaar",40.8
"11556","Oproepkracht","Noord Holland","V","Ouder dan 40 jaar",44.64
"11557","Oproepkracht","Gelderland","M","17 tot 23 jaar",35.84
"11558","Oproepkracht","Gelderland","M","17 tot 23 jaar",34.4
"11559","Oproepkracht","Overijssel","V","17 tot 23 jaar",52.48
"11560","Oproepkracht","Gelderland","V","23 tot 30 jaar",34.4
"11561","Oproepkracht","Overijssel","V","17 tot 23 jaar",34.08
"11562","Oproepkracht","Gelderland","M","23 tot 30 jaar",37.6
"11563","Oproepkracht","Utrecht","M","17 tot 23 jaar",32.32
"11564","Oproepkracht","Gelderland","M","23 tot 30 jaar",35.68
"11565","Oproepkracht","Overijssel","M","17 tot 23 jaar",40.8
"11566","Oproepkracht","Gelderland","M","23 tot 30 jaar",37.6
"11567","Oproepkracht","Gelderland","M","17 tot 23 jaar",34.4
"11568","Oproepkracht","Overijssel","V","17 tot 23 jaar",38.08
"11569","Oproepkracht","Overijssel","M","17 tot 23 jaar",42.4
"11570","Oproepkracht","Limburg","V","30 tot 40 jaar",32.32
"11571","Oproepkracht","Overijssel","M","23 tot 30 jaar",34.56
"11572","Oproepkracht","Groningen","M","23 tot 30 jaar",43.36
"11573","Oproepkracht","Utrecht","V","23 tot 30 jaar",37.12
"11574","Oproepkracht","Noord Brabant","V","17 tot 23 jaar",32.8
"11575","Oproepkracht","Noord Holland","V","17 tot 23 jaar",33.12
"11576","Oproepkracht","Limburg","M","23 tot 30 jaar",37.28
"11577","Oproepkracht","Groningen","V","30 tot 40 jaar",32.8
"11578","Oproepkracht","Noord Holland","V","17 tot 23 jaar",32.48
